STATEFP,COUNTYFP,STATE,COUNTY,POP,R,D,TOTAL
5,77,Arkansas,Lee County,8513,1286,1423,2848
5,79,Arkansas,Lincoln County,12944,2729,1032,3875
5,81,Arkansas,Little River County,12180,3715,1226,5177
5,83,Arkansas,Logan County,21410,6441,1544,8225
5,85,Arkansas,Lonoke County,73921,22884,6686,30662
5,87,Arkansas,Madison County,16644,5658,1563,7351
5,89,Arkansas,Marion County,16790,5783,1531,7503
5,91,Arkansas,Miller County,43177,11920,4245,16529
5,93,Arkansas,Mississippi County,40066,7296,4558,12342
5,95,Arkansas,Monroe County,6584,1545,1147,2816
5,97,Arkansas,Montgomery County,9006,3046,731,3873
5,99,Arkansas,Nevada County,8099,2133,1076,3358
5,101,Arkansas,Newton County,7602,3192,709,3998
5,103,Arkansas,Ouachita County,23167,5294,3995,9629
5,105,Arkansas,Perry County,10327,3479,1012,4627
5,107,Arkansas,Phillips County,17299,2417,3623,6242
5,109,Arkansas,Pike County,10643,3519,644,4246
5,111,Arkansas,Poinsett County,23283,5918,1424,7521
5,113,Arkansas,Polk County,19707,7035,1246,8490
5,115,Arkansas,Pope County,64334,18081,5772,24432
5,117,Arkansas,Prairie County,7966,2786,654,3495
5,119,Arkansas,Pulaski County,392980,63687,101947,169956
5,121,Arkansas,Randolph County,18247,5355,1215,6812
5,123,Arkansas,St. Francis County,24682,3242,3604,7108
5,125,Arkansas,Saline County,123968,39556,16060,56959
5,127,Arkansas,Scott County,10164,2962,483,3551
5,129,Arkansas,Searcy County,7842,3365,588,4019
5,131,Arkansas,Sebastian County,127590,31198,14487,47140
5,133,Arkansas,Sevier County,16702,3884,1116,5202
5,135,Arkansas,Sharp County,17424,5938,1398,7566
5,137,Arkansas,Stone County,12674,4616,1180,5938
5,139,Arkansas,Union County,38219,10478,5584,16607
5,141,Arkansas,Van Buren County,16541,6034,1593,7807
5,143,Arkansas,Washington County,243216,47504,43824,94266
5,145,Arkansas,White County,78729,24182,5978,30885
5,147,Arkansas,Woodruff County,6264,1543,856,2476
5,149,Arkansas,Yell County,21181,5226,1284,6741
6,1,California,Alameda County,1662323,136309,617659,769864
6,3,California,Alpine County,1119,244,476,741
6,5,California,Amador County,40083,13585,8153,22302
6,7,California,Butte County,212744,48730,50426,102042
6,9,California,Calaveras County,46308,16518,10046,27164
6,11,California,Colusa County,21558,4554,3234,7951
6,13,California,Contra Costa County,1152333,152877,416386,581230
6,15,California,Del Norte County,27968,6461,4677,11452
6,17,California,El Dorado County,192925,61838,51621,116138
6,19,California,Fresno County,1000918,164464,193025,364809
6,21,California,Glenn County,28283,7063,3995,11292
6,23,California,Humboldt County,134977,21770,44768,68828
6,25,California,Imperial County,180267,20847,34678,56718
6,27,California,Inyo County,18046,4620,4634,9481
6,29,California,Kern County,901362,164484,133366,305226
6,31,California,Kings County,152692,24072,18699,43858
6,33,California,Lake County,64479,13123,14941,28800
6,35,California,Lassen County,30016,8970,2799,11985
6,37,California,Los Angeles County,9943046,1145530,3028885,4263443
6,39,California,Madera County,157761,29378,23168,53722
6,41,California,Marin County,257332,24612,128288,155801
6,43,California,Mariposa County,17160,5950,4088,10280
6,45,California,Mendocino County,86061,13267,28782,43336
6,47,California,Merced County,279252,39397,48991,90541
6,49,California,Modoc County,8763,3109,1150,4338
6,51,California,Mono County,14534,2513,4013,6737
6,53,California,Monterey County,430906,46299,113953,163883
6,55,California,Napa County,135965,20676,49817,72122
6,57,California,Nevada County,99606,26779,36359,64738
6,59,California,Orange County,3166857,676498,814009,1521725
6,61,California,Placer County,402950,122488,106869,235017
6,63,California,Plumas County,18967,6445,4561,11256
6,65,California,Riverside County,2489188,448702,527945,996156
6,67,California,Sacramento County,1559146,259405,440808,718290
6,69,California,San Benito County,64055,10590,17628,28821
6,71,California,San Bernardino County,2189183,366257,455859,840931
6,73,California,San Diego County,3332427,600094,964650,1601722
6,75,California,San Francisco County,866606,56417,378156,443458
6,77,California,San Joaquin County,767967,121098,161137,288443
6,79,California,San Luis Obispo County,282249,67436,88310,159681
6,81,California,San Mateo County,758308,75563,291410,374138
6,83,California,Santa Barbara County,444766,65736,129963,200288
6,85,California,Santa Clara County,1907105,214612,617967,850522
6,87,California,Santa Cruz County,269925,26937,114246,144796
6,89,California,Shasta County,179027,60789,30000,92900
6,91,California,Sierra County,2920,1142,730,1930
6,93,California,Siskiyou County,43245,13290,9593,23450
6,95,California,Solano County,446935,69306,131639,205831
6,97,California,Sonoma County,489819,61825,199938,268252
6,99,California,Stanislaus County,550081,104145,105841,214876
6,101,California,Sutter County,96385,24375,17367,42640
6,103,California,Tehama County,64494,19141,8911,28721
6,105,California,Trinity County,12216,3188,2851,6258
6,107,California,Tulare County,468680,77579,66105,146832
6,109,California,Tuolumne County,54515,17689,11978,30401
6,111,California,Ventura County,841387,162207,251388,422698
6,113,California,Yolo County,219728,27292,67598,97264
6,115,California,Yuba County,80160,17676,11230,29787
8,1,Colorado,Adams County,519883,95657,134202,236735
8,3,Colorado,Alamosa County,16180,3813,3759,7808
8,5,Colorado,Arapahoe County,657452,127323,213607,350183
8,7,Colorado,Archuleta County,14196,5189,3738,9144
8,9,Colorado,Baca County,3555,1867,317,2225
8,11,Colorado,Bent County,5356,1503,732,2274
8,13,Colorado,Boulder County,327171,42501,159089,206111
8,14,Colorado,Broomfield County,72236,16295,29077,46632
8,15,Colorado,Chaffee County,20661,6222,7160,13717
8,17,Colorado,Cheyenne County,1795,993,131,1136
8,19,Colorado,Clear Creek County,9586,2754,3604,6548
8,21,Colorado,Conejos County,8143,2286,1959,4333
8,23,Colorado,Costilla County,3921,741,1311,2094
8,25,Colorado,Crowley County,5696,1271,437,1750
8,27,Colorado,Custer County,5183,2474,1112,3634
8,29,Colorado,Delta County,31067,13081,5887,19370
8,31,Colorado,Denver County,735538,71618,313293,393827
8,33,Colorado,Dolores County,2096,1089,341,1449
8,35,Colorado,Douglas County,360750,121270,104653,231599
8,37,Colorado,Eagle County,54929,9892,18588,29140
8,39,Colorado,Elbert County,27313,14027,4490,18983
8,41,Colorado,El Paso County,728310,202828,161941,378849
8,43,Colorado,Fremont County,47867,17517,7369,25557
8,45,Colorado,Garfield County,60366,14717,15427,30904
8,47,Colorado,Gilpin County,6235,1833,2223,4186
8,49,Colorado,Grand County,15794,4883,4710,9870
8,51,Colorado,Gunnison County,17593,3735,7132,11190
8,53,Colorado,Hinsdale County,808,353,255,632
8,55,Colorado,Huerfano County,6883,2203,2076,4406
8,57,Colorado,Jackson County,1389,681,175,876
8,59,Colorado,Jefferson County,583283,148417,218396,377357
8,61,Colorado,Kiowa County,1458,795,98,903
8,63,Colorado,Kit Carson County,7121,3144,662,3871
8,65,Colorado,Lake County,7987,1497,2303,3961
8,67,Colorado,La Plata County,56564,14233,20548,35667
8,69,Colorado,Larimer County,360428,91489,126120,224338
8,71,Colorado,Las Animas County,14420,4284,3497,7961
8,73,Colorado,Lincoln County,5680,2135,470,2651
8,75,Colorado,Logan County,21974,8087,2218,10532
8,77,Colorado,Mesa County,155603,56894,31536,90622
8,79,Colorado,Mineral County,773,427,317,756
8,81,Colorado,Moffat County,13144,5670,1203,7026
8,83,Colorado,Montezuma County,26408,9306,5836,15500
8,85,Colorado,Montrose County,43322,16770,7687,24922
8,87,Colorado,Morgan County,28941,9593,3876,13744
8,89,Colorado,Otero County,18201,5756,3605,9576
8,91,Colorado,Ouray County,5001,1577,2365,4020
8,93,Colorado,Park County,18955,6991,4903,12290
8,95,Colorado,Phillips County,4367,1958,486,2485
8,97,Colorado,Pitkin County,17894,2780,8989,11957
8,99,Colorado,Prowers County,12106,4008,1458,5561
8,101,Colorado,Pueblo County,169823,42252,43772,88299
8,103,Colorado,Rio Blanco County,6342,3061,561,3691
8,105,Colorado,Rio Grande County,11296,3660,2495,6305
8,107,Colorado,Routt County,25560,5925,10582,16876
8,109,Colorado,Saguache County,6938,1413,1884,3389
8,111,Colorado,San Juan County,748,202,342,563
8,113,Colorado,San Miguel County,8105,1136,3924,5147
8,115,Colorado,Sedgwick County,2260,1121,301,1446
8,117,Colorado,Summit County,30631,5322,12631,18479
8,119,Colorado,Teller County,25529,11241,5278,16939
8,121,Colorado,Washington County,4875,2595,369,3008
8,123,Colorado,Weld County,333983,96145,66060,166968
8,125,Colorado,Yuma County,10047,4107,785,4981
9,1,Connecticut,Fairfield County,942426,169039,297505,472990
9,3,Connecticut,Hartford County,889226,159024,283368,449336
9,5,Connecticut,Litchfield County,179610,55601,50164,107544
9,7,Connecticut,Middlesex County,161657,40665,56848,99203
9,9,Connecticut,New Haven County,851948,169892,242629,417980
9,11,Connecticut,New London County,264999,57110,79459,139604
9,13,Connecticut,Tolland County,150600,34819,44006,80546
9,15,Connecticut,Windham County,116540,29141,26701,57077
10,1,Delaware,Kent County,183643,41009,44552,87025
10,3,Delaware,New Castle County,561531,88364,195034,287633
10,5,Delaware,Sussex County,241635,71230,56682,129352
11,1,District of Columbia,District of Columbia,712816,18586,317323,344356
12,1,Florida,Alachua County,271218,50972,89704,142604
12,3,Florida,Baker County,29566,11911,2037,14059
12,5,Florida,Bay County,171322,66097,25614,93024
12,7,Florida,Bradford County,28593,10334,3160,13632
12,9,Florida,Brevard County,608459,207883,148549,360764
12,11,Florida,Broward County,1958105,333409,618752,957672
12,13,Florida,Calhoun County,14078,5274,1209,6526
12,15,Florida,Charlotte County,194711,73243,42273,116340
12,17,Florida,Citrus County,153010,65352,27092,93208
12,19,Florida,Clay County,221770,84480,38317,124405
12,21,Florida,Collier County,392973,128950,77621,207818
12,23,Florida,Columbia County,72654,23836,8914,33042
12,27,Florida,DeSoto County,38520,8313,4259,12659
12,29,Florida,Dixie County,17057,6759,1365,8167
12,31,Florida,Duval County,966728,233762,252556,492820
12,33,Florida,Escambia County,322364,96674,70929,170372
12,35,Florida,Flagler County,118451,43043,28161,71716
12,37,Florida,Franklin County,12201,4675,2120,6849
12,39,Florida,Gadsden County,45277,7465,16153,23762
12,41,Florida,Gilchrist County,18885,7895,1700,9685
12,43,Florida,Glades County,14198,3782,1385,5193
12,45,Florida,Gulf County,13534,6113,1985,8163
12,47,Florida,Hamilton County,14521,3815,1963,5830
12,49,Florida,Hardee County,26822,6122,2298,8485
12,51,Florida,Hendry County,42813,7906,4929,12940
12,53,Florida,Hernando County,198792,70412,37519,108922
12,55,Florida,Highlands County,106639,34873,16938,52170
12,57,Florida,Hillsborough County,1497957,327398,376367,712063
12,59,Florida,Holmes County,19594,8080,924,9068
12,61,Florida,Indian River County,162518,58872,37844,97484
12,63,Florida,Jackson County,46085,15488,6766,22419
12,65,Florida,Jefferson County,14543,4479,3897,8451
12,67,Florida,Lafayette County,8482,3128,510,3658
12,69,Florida,Lake County,375492,125859,83505,211314
12,71,Florida,Lee County,790767,233247,157695,393899
12,73,Florida,Leon County,295460,57453,103517,162929
12,75,Florida,Levy County,42214,16749,6205,23145
12,77,Florida,Liberty County,8364,2846,694,3561
12,79,Florida,Madison County,18707,5576,3747,9380
12,81,Florida,Manatee County,411219,124987,90166,216958
12,83,Florida,Marion County,373513,127826,74858,204376
12,85,Florida,Martin County,162088,61168,36893,98726
12,86,Florida,Miami-Dade County,2707303,532833,617864,1156816
12,87,Florida,Monroe County,73900,25693,21881,48029
12,89,Florida,Nassau County,91113,42566,15564,58811
12,91,Florida,Okaloosa County,212820,79798,34248,116373
12,93,Florida,Okeechobee County,42297,11470,4390,15954
12,95,Florida,Orange County,1404396,245398,395014,647403
12,97,Florida,Osceola County,385315,73480,97297,172436
12,99,Florida,Palm Beach County,1507600,334711,433572,773158
12,101,Florida,Pasco County,570412,179621,119073,301970
12,103,Florida,Pinellas County,976802,276209,277450,559715
12,105,Florida,Polk County,744552,194586,145049,343256
12,107,Florida,Putnam County,74815,25514,10527,36373
12,109,Florida,St. Johns County,278715,110946,63850,176622
12,111,Florida,St. Lucie County,337186,86831,84137,172169
12,113,Florida,Santa Rosa County,189139,77385,27612,106928
12,115,Florida,Sarasota County,443465,148370,120110,270575
12,117,Florida,Seminole County,474171,125241,132528,260815
12,119,Florida,Sumter County,139018,62761,29341,92485
12,121,Florida,Suwannee County,44851,16410,4485,21057
12,123,Florida,Taylor County,21600,7751,2299,10127
12,125,Florida,Union County,15182,5133,1053,6245
12,127,Florida,Volusia County,561497,173821,130575,307439
12,129,Florida,Wakulla County,34319,12874,5351,18404
12,131,Florida,Walton County,76648,32947,10338,43711
12,133,Florida,Washington County,25932,9876,2347,12327
13,1,Georgia,Appling County,18325,6570,1784,8390
13,3,Georgia,Atkinson County,8393,2300,825,3155
13,5,Georgia,Bacon County,11036,4017,625,4667
13,7,Georgia,Baker County,2971,897,652,1555
13,9,Georgia,Baldwin County,45099,8903,9140,18251
13,11,Georgia,Banks County,19352,7795,932,8801
13,13,Georgia,Barrow County,85588,26804,10453,37921
13,15,Georgia,Bartow County,109426,37672,12091,50464
13,17,Georgia,Ben Hill County,16614,4111,2393,6564
13,19,Georgia,Berrien County,19408,6419,1269,7743
13,21,Georgia,Bibb County,152737,26559,43408,70714
13,23,Georgia,Bleckley County,12955,4329,1312,5708
13,25,Georgia,Brantley County,19202,6993,700,7749
13,27,Georgia,Brooks County,15357,4261,2791,7101
13,29,Georgia,Bryan County,40755,14240,6738,21335
13,31,Georgia,Bulloch County,80839,18387,11248,30090
13,33,Georgia,Burke County,22648,5400,5208,10683
13,35,Georgia,Butts County,25426,8406,3274,11771
13,37,Georgia,Calhoun County,6231,923,1263,2198
13,39,Georgia,Camden County,55388,15249,7967,23686
13,43,Georgia,Candler County,10985,3133,1269,4431
13,45,Georgia,Carroll County,121633,37476,16236,54472
13,47,Georgia,Catoosa County,67996,25167,6932,32593
13,49,Georgia,Charlton County,13430,3419,1105,4568
13,51,Georgia,Chatham County,289463,53232,78247,133408
13,53,Georgia,Chattahoochee County,10551,880,667,1582
13,55,Georgia,Chattooga County,24843,8064,1854,10050
13,57,Georgia,Cherokee County,265274,99585,42779,144815
13,59,Georgia,Clarke County,127795,14450,36055,51346
13,61,Georgia,Clay County,2866,637,791,1435
13,63,Georgia,Clayton County,292646,15811,95466,112330
13,65,Georgia,Clinch County,6582,2105,744,2861
13,67,Georgia,Cobb County,762944,165436,221847,393728
13,69,Georgia,Coffee County,43218,10578,4511,15214
13,71,Georgia,Colquitt County,45542,11777,4190,16086
13,73,Georgia,Columbia County,160377,50013,29232,80575
13,75,Georgia,Cook County,17291,4900,2059,7035
13,77,Georgia,Coweta County,150849,51501,24210,76799
13,79,Georgia,Crawford County,12231,4428,1615,6102
13,81,Georgia,Crisp County,22034,4985,2982,8033
13,83,Georgia,Dade County,16057,6066,1261,7434
13,85,Georgia,Dawson County,27113,13398,2486,16081
13,87,Georgia,Decatur County,26457,6755,4782,11625
13,89,Georgia,DeKalb County,762009,58377,308162,370746
13,91,Georgia,Dodge County,20452,5843,2172,8071
13,93,Georgia,Dooly County,13174,2159,1911,4105
13,95,Georgia,Dougherty County,86477,10441,24568,35287
13,97,Georgia,Douglas County,147988,25454,42814,69106
13,99,Georgia,Early County,10037,2710,2450,5188
13,101,Georgia,Echols County,4002,1256,167,1441
13,103,Georgia,Effingham County,65765,23361,7718,31571
13,105,Georgia,Elbert County,19335,6226,2879,9171
13,107,Georgia,Emanuel County,22507,6553,2886,9505
13,109,Georgia,Evans County,10638,2888,1324,4247
13,111,Georgia,Fannin County,26521,12169,2570,14849
13,113,Georgia,Fayette County,115821,37956,33062,71994
13,115,Georgia,Floyd County,98604,28906,11917,41341
13,117,Georgia,Forsyth County,250847,85123,42208,129311
13,119,Georgia,Franklin County,23504,9069,1593,10765
13,121,Georgia,Fulton County,1077402,137247,380212,523779
13,123,Georgia,Gilmer County,31978,13429,2932,16525
13,125,Georgia,Glascock County,2984,1402,155,1565
13,127,Georgia,Glynn County,85568,25617,15882,41988
13,129,Georgia,Gordon County,58780,19405,4384,24033
13,131,Georgia,Grady County,24491,7034,3619,10707
13,133,Georgia,Greene County,18837,7066,4087,11244
13,135,Georgia,Gwinnett County,942627,166400,241994,414023
13,137,Georgia,Habersham County,46047,16637,3562,20431
13,139,Georgia,Hall County,206591,64183,25033,90537
13,141,Georgia,Hancock County,8494,1154,2976,4153
13,143,Georgia,Haralson County,30383,12330,1791,14246
13,145,Georgia,Harris County,36080,14319,5457,19991
13,147,Georgia,Hart County,26406,9465,3157,12728
13,149,Georgia,Heard County,11973,4519,824,5394
13,151,Georgia,Henry County,239139,48259,73443,122998
13,153,Georgia,Houston County,160110,41540,32239,74838
13,155,Georgia,Irwin County,9387,3134,1008,4168
13,157,Georgia,Jackson County,76199,29502,7642,37675
13,159,Georgia,Jasper County,14483,5822,1761,7644
13,161,Georgia,Jeff Davis County,15213,4695,1028,5771
13,163,Georgia,Jefferson County,15267,3537,4058,7639
13,165,Georgia,Jenkins County,8746,2161,1266,3455
13,167,Georgia,Johnson County,9667,2850,1222,4100
13,169,Georgia,Jones County,28787,9940,4882,14934
13,171,Georgia,Lamar County,19261,6331,2620,9045
13,173,Georgia,Lanier County,10737,2509,1019,3576
13,175,Georgia,Laurens County,47512,14493,8074,22731
13,177,Georgia,Lee County,30234,12007,4558,16714
13,179,Georgia,Liberty County,63004,7959,13104,21394
13,181,Georgia,Lincoln County,8031,3173,1432,4641
13,183,Georgia,Long County,20171,3527,2035,5657
13,185,Georgia,Lowndes County,118268,25692,20116,46355
13,187,Georgia,Lumpkin County,34186,12163,3126,15531
13,189,Georgia,McDuffie County,21162,6169,4168,10455
13,191,Georgia,McIntosh County,14387,4016,2612,6696
13,193,Georgia,Macon County,12712,1783,2858,4663
13,195,Georgia,Madison County,30457,11326,3411,14937
13,197,Georgia,Marion County,8516,2275,1312,3625
13,199,Georgia,Meriwether County,21164,6524,4287,10877
13,201,Georgia,Miller County,5622,2066,748,2834
13,205,Georgia,Mitchell County,21602,4935,3993,8962
13,207,Georgia,Monroe County,28042,11057,4385,15590
13,209,Georgia,Montgomery County,9012,2960,980,3967
13,211,Georgia,Morgan County,19636,8231,3353,11706
13,213,Georgia,Murray County,40032,12944,2301,15389
13,215,Georgia,Muscogee County,196442,30107,49446,80514
13,217,Georgia,Newton County,113295,23869,29789,54234
13,219,Georgia,Oconee County,41124,16595,8162,25168
13,221,Georgia,Oglethorpe County,15383,5592,2439,8133
13,223,Georgia,Paulding County,173359,54517,29695,85372
13,225,Georgia,Peach County,27950,6506,5922,12553
13,227,Georgia,Pickens County,33127,14110,2824,17167
13,229,Georgia,Pierce County,19522,7898,1100,9047
13,231,Georgia,Pike County,19121,9127,1505,10720
13,233,Georgia,Polk County,42840,13587,3657,17396
13,235,Georgia,Pulaski County,11191,2815,1230,4081
13,237,Georgia,Putnam County,22520,8291,3448,11855
13,239,Georgia,Quitman County,2271,604,497,1106
13,241,Georgia,Rabun County,17273,7474,1984,9568
13,243,Georgia,Randolph County,6682,1390,1671,3073
13,245,Georgia,Richmond County,202079,26780,59119,87009
13,247,Georgia,Rockdale County,90939,13014,31237,44681
13,249,Georgia,Schley County,5196,1800,462,2275
13,251,Georgia,Screven County,14012,3915,2661,6627
13,253,Georgia,Seminole County,8060,2613,1256,3888
13,255,Georgia,Spalding County,67414,18104,11828,30211
13,257,Georgia,Stephens County,26107,9367,2386,11885
13,259,Georgia,Stewart County,6689,801,1182,1990
13,261,Georgia,Sumter County,29282,5733,6314,12148
13,263,Georgia,Talbot County,6143,1392,2114,3522
13,265,Georgia,Taliaferro County,1562,360,561,928
13,267,Georgia,Tattnall County,25365,6054,2062,8185
13,269,Georgia,Taylor County,8074,2420,1388,3842
13,271,Georgia,Telfair County,15781,2825,1488,4334
13,273,Georgia,Terrell County,8523,2004,2376,4416
13,275,Georgia,Thomas County,44372,12969,8708,21872
13,277,Georgia,Tift County,40719,10784,5318,16279
13,279,Georgia,Toombs County,26973,7873,2938,10914
13,281,Georgia,Towns County,12247,6384,1550,7979
13,283,Georgia,Treutlen County,6822,2101,952,3077
13,285,Georgia,Troup County,70214,18142,11577,30047
13,287,Georgia,Turner County,7882,2349,1409,3791
13,289,Georgia,Twiggs County,8103,2370,2044,4444
13,291,Georgia,Union County,25358,12650,2800,15558
13,293,Georgia,Upson County,26527,8606,4203,12905
13,295,Georgia,Walker County,70116,23173,5770,29354
13,297,Georgia,Walton County,96875,37839,12683,51093
13,299,Georgia,Ware County,35826,9903,4169,14189
13,301,Georgia,Warren County,5232,1166,1468,2650
13,303,Georgia,Washington County,20150,4668,4743,9477
13,305,Georgia,Wayne County,30023,9987,2688,12779
13,307,Georgia,Webster County,2595,748,640,1391
13,309,Georgia,Wheeler County,7751,1583,689,2285
13,311,Georgia,White County,31094,12222,2411,14816
13,313,Georgia,Whitfield County,103837,25644,10680,36766
13,315,Georgia,Wilcox County,8502,2402,861,3279
13,317,Georgia,Wilkes County,9694,2823,2160,5030
13,319,Georgia,Wilkinson County,8812,2665,2074,4770
13,321,Georgia,Worth County,19972,6830,2395,9285
15,1,Hawaii,Hawaii County,203340,26897,58731,87814
15,3,Hawaii,Honolulu County,963826,136259,238869,382114
15,7,Hawaii,Kauai County,71851,11582,21225,33497
15,9,Hawaii,Maui County,167902,22126,47305,71044
16,1,Idaho,Ada County,494399,130699,120539,259389
16,3,Idaho,Adams County,4447,1941,591,2586
16,5,Idaho,Bannock County,88795,23331,14682,39553
16,7,Idaho,Bear Lake County,6143,2914,350,3315
16,9,Idaho,Benewah County,9430,3878,977,4973
16,11,Idaho,Bingham County,47202,15295,4124,20094
16,13,Idaho,Blaine County,23426,4031,8919,13288
16,15,Idaho,Boise County,8065,3485,1204,4820
16,17,Idaho,Bonner County,46817,18369,8310,27352
16,19,Idaho,Bonneville County,122134,37805,14254,53995
16,21,Idaho,Boundary County,12656,4937,1220,6313
16,23,Idaho,Butte County,2646,1202,188,1415
16,25,Idaho,Camas County,1130,507,149,754
16,27,Idaho,Canyon County,237053,61759,25881,90438
16,29,Idaho,Caribou County,7123,2906,431,3416
16,31,Idaho,Cassia County,24277,7907,1464,9629
16,33,Idaho,Clark County,852,264,41,311
16,35,Idaho,Clearwater County,8846,3453,877,4419
16,37,Idaho,Custer County,4249,2089,603,2739
16,39,Idaho,Elmore County,27448,7246,2601,10205
16,41,Idaho,Franklin County,14215,5845,657,6664
16,43,Idaho,Fremont County,13218,5548,998,6719
16,45,Idaho,Gem County,18703,7951,1803,9958
16,47,Idaho,Gooding County,15618,4659,1256,6050
16,49,Idaho,Idaho County,16823,7826,1561,9602
16,51,Idaho,Jefferson County,30581,12099,1661,14173
16,53,Idaho,Jerome County,24578,5734,1893,7812
16,55,Idaho,Kootenai County,170628,62837,24312,89878
16,57,Idaho,Latah County,40830,9472,10236,20570
16,59,Idaho,Lemhi County,8054,3592,1032,4738
16,61,Idaho,Lewis County,3838,1489,349,1870
16,63,Idaho,Lincoln County,5358,1469,414,1940
16,65,Idaho,Madison County,40318,13559,2666,17112
16,67,Idaho,Minidoka County,21216,6265,1550,7993
16,69,Idaho,Nez Perce County,40755,13738,6686,20967
16,71,Idaho,Oneida County,4520,2148,249,2451
16,73,Idaho,Owyhee County,12133,3819,816,4742
16,75,Idaho,Payette County,24771,8862,2161,11293
16,77,Idaho,Power County,7643,2116,865,3086
16,79,Idaho,Shoshone County,12911,4216,1693,6049
16,81,Idaho,Teton County,12501,2858,3318,6347
16,83,Idaho,Twin Falls County,88411,25897,9391,36680
16,85,Idaho,Valley County,11792,3947,2976,7063
16,87,Idaho,Washington County,10360,4154,1073,5344
17,1,Illinois,Adams County,64783,24220,8633,33527
17,3,Illinois,Alexander County,5497,1486,1114,2625
17,5,Illinois,Bond County,16262,5625,2288,8144
17,7,Illinois,Boone County,52777,13883,10542,24979
17,9,Illinois,Brown County,6546,1931,486,2525
17,11,Illinois,Bureau County,32303,10411,6669,17434
17,13,Illinois,Calhoun County,4616,2046,677,2773
17,15,Illinois,Carroll County,14241,5105,2748,8024
17,17,Illinois,Cass County,11925,3625,1615,5326
17,19,Illinois,Champaign County,209192,35285,57067,95568
17,21,Illinois,Christian County,32075,11563,4335,16204
17,23,Illinois,Clark County,15268,6226,1993,8355
17,25,Illinois,Clay County,13079,5629,1129,6899
17,27,Illinois,Clinton County,37398,14304,4493,19214
17,29,Illinois,Coles County,50383,14037,8067,22606
17,31,Illinois,Cook County,5108284,558269,1725973,2321399
17,33,Illinois,Crawford County,18512,7043,2202,9441
17,35,Illinois,Cumberland County,10649,4601,1142,5850
17,37,Illinois,DeKalb County,104491,21905,24643,47989
17,39,Illinois,De Witt County,15368,5632,2191,8024
17,41,Illinois,Douglas County,19510,6227,2335,8760
17,43,Illinois,DuPage County,917481,193611,281222,485064
17,45,Illinois,Edgar County,16858,6193,1887,8196
17,47,Illinois,Edwards County,6356,2833,488,3368
17,49,Illinois,Effingham County,34065,15006,3716,19083
17,51,Illinois,Fayette County,21264,8055,1826,10076
17,53,Illinois,Ford County,12949,5048,1754,6967
17,55,Illinois,Franklin County,38060,13622,4760,18669
17,57,Illinois,Fulton County,33690,9867,6503,16724
17,59,Illinois,Gallatin County,4793,2019,622,2675
17,61,Illinois,Greene County,12702,4770,1349,6227
17,63,Illinois,Grundy County,50993,16523,9626,26753
17,65,Illinois,Hamilton County,8084,3432,824,4323
17,67,Illinois,Hancock County,17422,6906,2315,9383
17,69,Illinois,Hardin County,3808,1691,449,2162
17,71,Illinois,Henderson County,6535,2394,1187,3656
17,73,Illinois,Henry County,48411,15300,9797,25700
17,75,Illinois,Iroquois County,26711,10877,2908,14044
17,77,Illinois,Jackson County,56675,10890,11181,22716
17,79,Illinois,Jasper County,9465,4494,1007,5586
17,81,Illinois,Jefferson County,37235,12476,4608,17436
17,83,Illinois,Jersey County,21616,8712,2961,11960
17,85,Illinois,Jo Daviess County,21239,7166,5109,12495
17,87,Illinois,Johnson County,12358,5059,1281,6450
17,89,Illinois,Kane County,531010,96775,130166,231876
17,91,Illinois,Kankakee County,108594,28532,20271,50039
17,93,Illinois,Kendall County,130638,29492,33168,64205
17,95,Illinois,Knox County,49053,12009,10703,23205
17,97,Illinois,Lake County,693593,123594,204032,334156
17,99,Illinois,LaSalle County,107571,30113,22442,53683
17,101,Illinois,Lawrence County,15467,4886,1419,6422
17,103,Illinois,Lee County,33647,9630,6407,16440
17,105,Illinois,Livingston County,35414,12208,4615,17174
17,107,Illinois,Logan County,28383,9136,3840,13294
17,109,Illinois,McDonough County,29295,7027,4992,12285
17,111,Illinois,McHenry County,305888,82260,78154,164578
17,113,Illinois,McLean County,171256,40502,43933,87389
17,115,Illinois,Macon County,103015,28589,19847,49387
17,117,Illinois,Macoupin County,44567,16153,7365,24070
17,119,Illinois,Madison County,262635,76031,57836,137558
17,121,Illinois,Marion County,37045,12678,4524,17492
17,123,Illinois,Marshall County,11309,4197,2005,6345
17,125,Illinois,Mason County,13173,4654,1985,6766
17,127,Illinois,Massac County,13636,4997,1725,6818
17,129,Illinois,Menard County,12068,4764,2022,6954
17,131,Illinois,Mercer County,15225,5418,3280,8914
17,133,Illinois,Monroe County,34739,14142,6569,21206
17,135,Illinois,Montgomery County,28045,9544,3905,13761
17,137,Illinois,Morgan County,33400,9950,5076,15333
17,139,Illinois,Moultrie County,14347,4964,1662,6744
17,141,Illinois,Ogle County,50306,16248,9428,26340
17,143,Illinois,Peoria County,177652,38252,43578,83973
17,145,Illinois,Perry County,20664,7313,2612,10071
17,147,Illinois,Piatt County,16355,6248,3329,9851
17,149,Illinois,Pike County,15239,6332,1484,7965
17,151,Illinois,Pope County,4142,1722,433,2175
17,153,Illinois,Pulaski County,5201,1699,891,2631
17,155,Illinois,Putnam County,5716,1993,1338,3390
17,157,Illinois,Randolph County,31351,11076,3592,14910
17,159,Illinois,Richland County,15507,6089,1830,8063
17,161,Illinois,Rock Island County,140907,28603,36691,66817
