STATEFP,COUNTYFP,STATE,COUNTY,POP,R,D,TOTAL
38,21,North Dakota,Dickey County,4705,1742,608,2424
38,23,North Dakota,Divide County,2277,904,265,1202
38,25,North Dakota,Dunn County,4465,1951,342,2338
38,27,North Dakota,Eddy County,2179,854,383,1261
38,29,North Dakota,Emmons County,3187,1738,237,2009
38,31,North Dakota,Foster County,3165,1362,373,1778
38,33,North Dakota,Golden Valley County,1737,871,137,1026
38,35,North Dakota,Grand Forks County,69481,16987,12880,30970
38,37,North Dakota,Grant County,2215,1145,207,1381
38,39,North Dakota,Griggs County,2207,907,308,1250
38,41,North Dakota,Hettinger County,2438,1091,196,1312
38,43,North Dakota,Kidder County,2458,1215,221,1460
38,45,North Dakota,LaMoure County,4033,1645,527,2219
38,47,North Dakota,Logan County,1880,930,128,1076
38,49,North Dakota,McHenry County,5695,2364,564,3003
38,51,North Dakota,McIntosh County,2440,1153,261,1455
38,53,North Dakota,McKenzie County,15242,4482,814,5419
38,55,North Dakota,McLean County,9416,4198,1230,5536
38,57,North Dakota,Mercer County,8174,3856,704,4675
38,59,North Dakota,Morton County,31503,12243,3872,16619
38,61,North Dakota,Mountrail County,10502,2824,1256,4165
38,63,North Dakota,Nelson County,2789,1141,586,1777
38,65,North Dakota,Oliver County,1926,918,129,1066
38,67,North Dakota,Pembina County,6658,2460,786,3331
38,69,North Dakota,Pierce County,3928,1585,497,2128
38,71,North Dakota,Ramsey County,11388,3577,1639,5372
38,73,North Dakota,Ransom County,5173,1418,945,2454
38,75,North Dakota,Renville County,2283,1065,220,1319
38,77,North Dakota,Richland County,16156,5072,2510,7812
38,79,North Dakota,Rolette County,14165,1257,2482,3804
38,81,North Dakota,Sargent County,3913,1266,738,2070
38,83,North Dakota,Sheridan County,1275,688,104,812
38,85,North Dakota,Sioux County,4173,258,804,1186
38,87,North Dakota,Slope County,747,380,44,427
38,89,North Dakota,Stark County,32107,12110,2499,15050
38,91,North Dakota,Steele County,1890,652,392,1088
38,93,North Dakota,Stutsman County,20498,6994,2676,9959
38,95,North Dakota,Towner County,2108,830,317,1174
38,97,North Dakota,Traill County,7959,2522,1493,4136
38,99,North Dakota,Walsh County,10437,3324,1333,4783
38,101,North Dakota,Ward County,68466,19974,7293,28246
38,103,North Dakota,Wells County,3709,1893,442,2374
38,105,North Dakota,Williams County,38700,11739,2169,14334
39,1,Ohio,Adams County,27531,9870,2156,12145
39,3,Ohio,Allen County,101980,33116,14149,48006
39,5,Ohio,Ashland County,53362,19407,6541,26405
39,7,Ohio,Ashtabula County,96513,26890,16497,44147
39,9,Ohio,Athens County,65481,10862,14772,26059
39,11,Ohio,Auglaize County,45680,20798,4651,25777
39,13,Ohio,Belmont County,65932,23560,9138,33088
39,15,Ohio,Brown County,43414,16480,4380,21096
39,17,Ohio,Butler County,385648,114392,69613,186737
39,19,Ohio,Carroll County,26897,10745,3251,14212
39,21,Ohio,Champaign County,38960,14589,5062,19972
39,23,Ohio,Clark County,133593,39032,24076,64212
39,25,Ohio,Clermont County,207449,74570,34092,110480
39,27,Ohio,Clinton County,41921,15488,4697,20527
39,29,Ohio,Columbiana County,101118,35726,13359,49860
39,31,Ohio,Coshocton County,36449,12325,4125,16739
39,33,Ohio,Crawford County,41338,15436,4916,20686
39,35,Ohio,Cuyahoga County,1227883,202699,416176,625670
39,37,Ohio,Darke County,51205,22004,4731,27134
39,39,Ohio,Defiance County,37778,13038,5981,19381
39,41,Ohio,Delaware County,213554,66356,57735,126070
39,43,Ohio,Erie County,73719,22160,17493,40335
39,45,Ohio,Fairfield County,159709,50797,31224,83311
39,47,Ohio,Fayette County,28579,9473,2975,12612
39,49,Ohio,Franklin County,1324624,211237,409144,630577
39,51,Ohio,Fulton County,41889,15731,6664,22770
39,53,Ohio,Gallia County,29802,10645,2990,13799
39,55,Ohio,Geauga County,93271,34143,21201,56021
39,57,Ohio,Greene County,170122,52072,34798,88643
39,59,Ohio,Guernsey County,38779,13407,4577,18230
39,61,Ohio,Hamilton County,817985,177886,246266,430929
39,63,Ohio,Hancock County,75407,26310,11757,38771
39,65,Ohio,Hardin County,31469,9949,3062,13247
39,67,Ohio,Harrison County,15014,5792,1768,7655
39,69,Ohio,Henry County,26904,10479,4062,14764
39,71,Ohio,Highland County,43304,15678,3799,19676
39,73,Ohio,Hocking County,28095,9737,3880,13824
39,75,Ohio,Holmes County,44004,10796,1994,12947
39,77,Ohio,Huron County,57979,18956,7759,27190
39,79,Ohio,Jackson County,32493,11309,3311,14794
39,81,Ohio,Jefferson County,64939,22828,10018,33362
39,83,Ohio,Knox County,62423,22340,8589,31398
39,85,Ohio,Lake County,229569,73278,55514,130509
39,87,Ohio,Lawrence County,59091,20306,7489,28127
39,89,Ohio,Licking County,178100,59514,33055,94210
39,91,Ohio,Logan County,45326,17964,5055,23368
39,93,Ohio,Lorain County,312172,79520,75667,157437
39,95,Ohio,Lucas County,428294,81763,115411,200623
39,97,Ohio,Madison County,44559,13835,5698,19855
39,99,Ohio,Mahoning County,226075,59903,57641,118966
39,101,Ohio,Marion County,64820,19023,8269,27818
39,103,Ohio,Medina County,180912,64598,39800,105825
39,105,Ohio,Meigs County,22678,8316,2492,10951
39,107,Ohio,Mercer County,41274,19452,4030,23761
39,109,Ohio,Miami County,107516,41371,15663,57972
39,111,Ohio,Monroe County,13586,5463,1605,7148
39,113,Ohio,Montgomery County,531610,129034,135064,268505
39,115,Ohio,Morgan County,14305,5041,1725,6847
39,117,Ohio,Morrow County,35411,14077,4048,18457
39,119,Ohio,Muskingum County,86020,27867,11971,40465
39,121,Ohio,Noble County,14364,5135,1170,6343
39,123,Ohio,Ottawa County,40253,14628,9008,24007
39,125,Ohio,Paulding County,18648,7086,2213,9467
39,127,Ohio,Perry County,36215,12357,4098,16675
39,129,Ohio,Pickaway County,58658,20593,7304,28271
39,131,Ohio,Pike County,27695,9157,3110,12412
39,133,Ohio,Portage County,162583,45990,35661,82872
39,135,Ohio,Preble County,40836,17022,4493,21809
39,137,Ohio,Putnam County,33654,16412,3195,19921
39,139,Ohio,Richland County,120891,41472,17640,59975
39,141,Ohio,Ross County,76420,22278,10557,33299
39,143,Ohio,Sandusky County,58351,18896,10596,30074
39,145,Ohio,Scioto County,74347,22609,9080,32047
39,147,Ohio,Seneca County,54938,17086,8266,25810
39,149,Ohio,Shelby County,48337,20422,4465,25258
39,151,Ohio,Stark County,369772,111097,75904,189879
39,153,Ohio,Summit County,538866,124833,151668,280473
39,155,Ohio,Trumbull County,196800,55194,44519,101001
39,157,Ohio,Tuscarawas County,91776,30458,12889,44015
39,159,Ohio,Union County,60021,21669,11141,33445
39,161,Ohio,Van Wert County,28159,11650,3067,14965
39,163,Ohio,Vinton County,12972,4632,1331,6030
39,165,Ohio,Warren County,238412,87988,46069,136100
39,167,Ohio,Washington County,59652,22307,9243,32031
39,169,Ohio,Wayne County,115694,36759,16660,54283
39,171,Ohio,Williams County,36565,13452,4842,18651
39,173,Ohio,Wood County,131113,35757,30617,67597
39,175,Ohio,Wyandot County,21711,8462,2733,11390
40,1,Oklahoma,Adair County,21955,5585,1387,7108
40,3,Oklahoma,Alfalfa County,5718,1978,232,2262
40,5,Oklahoma,Atoka County,13912,4557,765,5389
40,7,Oklahoma,Beaver County,5207,1968,190,2178
40,9,Oklahoma,Beckham County,21468,6767,1048,7948
40,11,Oklahoma,Blaine County,9447,3136,688,3901
40,13,Oklahoma,Bryan County,48998,12344,3323,15976
40,15,Oklahoma,Caddo County,28684,7013,2670,9859
40,17,Oklahoma,Canadian County,153192,43550,16742,61940
40,19,Oklahoma,Carter County,48353,14699,4470,19479
40,21,Oklahoma,Cherokee County,49019,11223,6027,17714
40,23,Oklahoma,Choctaw County,14646,4698,1082,5832
40,25,Oklahoma,Cimarron County,2145,970,70,1054
40,27,Oklahoma,Cleveland County,287066,66677,49827,119778
40,29,Oklahoma,Coal County,5587,2091,374,2524
40,31,Oklahoma,Comanche County,121099,20905,13747,35631
40,33,Oklahoma,Cotton County,5676,2117,393,2572
40,35,Oklahoma,Craig County,14194,4686,1217,6032
40,37,Oklahoma,Creek County,71485,23294,6577,30505
40,39,Oklahoma,Custer County,28648,8060,2369,10691
40,41,Oklahoma,Delaware County,43136,13557,3472,17245
40,43,Oklahoma,Dewey County,4815,2124,214,2359
40,45,Oklahoma,Ellis County,3830,1688,162,1873
40,47,Oklahoma,Garfield County,60869,16970,4919,22430
40,49,Oklahoma,Garvin County,27691,8878,1865,10922
40,51,Oklahoma,Grady County,55906,18538,4144,23101
40,53,Oklahoma,Grant County,4372,1916,280,2226
40,55,Oklahoma,Greer County,5704,1605,328,1973
40,57,Oklahoma,Harmon County,2557,747,177,933
40,59,Oklahoma,Harper County,3611,1327,136,1487
40,61,Oklahoma,Haskell County,12652,4165,783,5014
40,63,Oklahoma,Hughes County,13126,3875,919,4857
40,65,Oklahoma,Jackson County,24305,6392,1646,8221
40,67,Oklahoma,Jefferson County,5949,2026,319,2385
40,69,Oklahoma,Johnston County,10824,3441,738,4251
40,71,Oklahoma,Kay County,43274,12834,4040,17249
40,73,Oklahoma,Kingfisher County,15806,5521,854,6465
40,75,Oklahoma,Kiowa County,8741,2673,699,3427
40,77,Oklahoma,Latimer County,10132,3437,762,4249
40,79,Oklahoma,Le Flore County,49935,15213,3299,18805
40,81,Oklahoma,Lincoln County,35045,12013,2609,14888
40,83,Oklahoma,Logan County,48777,15608,5455,21574
40,85,Oklahoma,Love County,10230,3305,711,4076
40,87,Oklahoma,McClain County,41348,15295,3582,19236
40,89,Oklahoma,McCurtain County,32772,9485,1858,11467
40,91,Oklahoma,McIntosh County,19635,6172,2031,8335
40,93,Oklahoma,Major County,7579,3084,320,3467
40,95,Oklahoma,Marshall County,17114,4891,1100,6064
40,97,Oklahoma,Mayes County,41152,12749,3581,16626
40,99,Oklahoma,Murray County,13955,4612,1156,5894
40,101,Oklahoma,Muskogee County,67610,16526,8027,25081
40,103,Oklahoma,Noble County,11113,3821,1003,4938
40,105,Oklahoma,Nowata County,10076,3610,712,4391
40,107,Oklahoma,Okfuskee County,11765,3058,896,4038
40,109,Oklahoma,Oklahoma County,804041,145050,141724,294740
40,111,Oklahoma,Okmulgee County,38234,9668,4357,14313
40,113,Oklahoma,Osage County,46642,14121,6002,20538
40,115,Oklahoma,Ottawa County,30879,8545,2686,11438
40,117,Oklahoma,Pawnee County,16381,5267,1363,6786
40,119,Oklahoma,Payne County,81755,17813,10904,29643
40,121,Oklahoma,Pittsburg County,43679,13851,3768,17924
40,123,Oklahoma,Pontotoc County,38397,10805,4117,15320
40,125,Oklahoma,Pottawatomie County,72998,20240,7275,28185
40,127,Oklahoma,Pushmataha County,10970,4016,668,4739
40,129,Oklahoma,Roger Mills County,3570,1629,168,1834
40,131,Oklahoma,Rogers County,93155,34031,9589,44553
40,133,Oklahoma,Seminole County,24248,6011,2150,8337
40,135,Oklahoma,Sequoyah County,41538,12113,3035,15386
40,137,Oklahoma,Stephens County,43100,15560,3154,19057
40,139,Oklahoma,Texas County,19997,4505,894,5521
40,141,Oklahoma,Tillman County,7229,2076,597,2708
40,143,Oklahoma,Tulsa County,657589,150574,108996,266678
40,145,Oklahoma,Wagoner County,82925,26165,8464,35338
40,147,Oklahoma,Washington County,52222,17076,5790,23501
40,149,Oklahoma,Washita County,10830,4086,598,4777
40,151,Oklahoma,Woods County,8687,2993,591,3678
40,153,Oklahoma,Woodward County,19812,6611,1005,7785
41,1,Oregon,Baker County,16284,7352,2346,9932
41,3,Oregon,Benton County,93239,14878,35827,52799
41,5,Oregon,Clackamas County,421596,110509,139043,257679
41,7,Oregon,Clatsop County,40423,10218,12916,23910
41,9,Oregon,Columbia County,52876,17150,13835,32221
41,11,Oregon,Coos County,64711,21829,14243,37075
41,13,Oregon,Crook County,25105,11287,3801,15448
41,15,Oregon,Curry County,23305,8484,6058,14925
41,17,Oregon,Deschutes County,201769,55646,65962,125234
41,19,Oregon,Douglas County,111364,43298,19160,64349
41,21,Oregon,Gilliam County,1975,834,324,1178
41,23,Oregon,Grant County,7180,3545,929,4596
41,25,Oregon,Harney County,7373,3475,894,4481
41,27,Oregon,Hood River County,23280,3955,8764,13090
41,29,Oregon,Jackson County,221844,63869,59478,127165
41,31,Oregon,Jefferson County,24856,7189,4393,11913
41,33,Oregon,Josephine County,88053,31751,18451,51641
41,35,Oregon,Klamath County,68739,25308,10388,36726
41,37,Oregon,Lake County,7949,3470,792,4363
41,39,Oregon,Lane County,382986,80336,134366,222253
41,41,Oregon,Lincoln County,50583,12460,17385,30726
41,43,Oregon,Linn County,131054,43486,26512,72640
41,45,Oregon,Malheur County,30983,8187,3260,11804
41,47,Oregon,Marion County,349204,79002,80872,165534
41,49,Oregon,Morrow County,11700,3586,1371,5118
41,51,Oregon,Multnomah County,815637,82995,367249,463659
41,53,Oregon,Polk County,87744,23732,22917,48291
41,55,Oregon,Sherman County,1801,921,260,1208
41,57,Oregon,Tillamook County,27442,8354,8066,16888
41,59,Oregon,Umatilla County,77752,21270,10707,33038
41,61,Oregon,Union County,26551,10298,4254,14944
41,63,Oregon,Wallowa County,7181,3404,1625,5149
41,65,Oregon,Wasco County,26403,7035,6604,14130
41,67,Oregon,Washington County,603514,99073,209940,320326
41,69,Oregon,Wheeler County,1387,711,217,965
41,71,Oregon,Yamhill County,107664,29551,27174,58923
42,1,Pennsylvania,Adams County,102742,37523,18207,56714
42,3,Pennsylvania,Allegheny County,1211358,282913,430759,724800
42,5,Pennsylvania,Armstrong County,64162,27489,8457,36370
42,7,Pennsylvania,Beaver County,162575,54759,38122,94122
42,9,Pennsylvania,Bedford County,47817,23025,4367,27574
42,11,Pennsylvania,Berks County,421017,109736,92895,205540
42,13,Pennsylvania,Blair County,121007,45306,17636,63595
42,15,Pennsylvania,Bradford County,60221,21600,8046,30159
42,17,Pennsylvania,Bucks County,627987,187367,204712,396234
42,19,Pennsylvania,Butler County,189135,74359,37508,113305
42,21,Pennsylvania,Cambria County,128672,48085,21730,70574
42,23,Pennsylvania,Cameron County,4330,1771,634,2434
42,25,Pennsylvania,Carbon County,64081,21984,11212,33629
42,27,Pennsylvania,Centre County,161496,36372,40055,77493
42,29,Pennsylvania,Chester County,526759,128565,182372,315753
42,31,Pennsylvania,Clarion County,38305,14578,4678,19493
42,33,Pennsylvania,Clearfield County,78612,29203,9673,39496
42,35,Pennsylvania,Clinton County,37957,11902,5502,17625
42,37,Pennsylvania,Columbia County,64842,20098,10532,31171
42,39,Pennsylvania,Crawford County,83697,28559,12924,42004
42,41,Pennsylvania,Cumberland County,255857,77212,62245,141595
42,43,Pennsylvania,Dauphin County,279874,66408,78983,147368
42,45,Pennsylvania,Delaware County,566753,118532,206423,329006
42,47,Pennsylvania,Elk County,29607,12140,4522,16906
42,49,Pennsylvania,Erie County,268426,66869,68286,137083
42,51,Pennsylvania,Fayette County,128126,41227,20444,62139
42,53,Pennsylvania,Forest County,6965,1882,728,2646
42,55,Pennsylvania,Franklin County,155637,57245,22422,80783
42,57,Pennsylvania,Fulton County,14501,6824,1085,7977
42,59,Pennsylvania,Greene County,35621,12579,4911,17669
42,61,Pennsylvania,Huntingdon County,44590,17061,5445,22792
42,63,Pennsylvania,Indiana County,83664,28089,12634,41198
42,65,Pennsylvania,Jefferson County,43108,17960,4527,22824
42,67,Pennsylvania,Juniata County,24619,9649,2253,12043
42,69,Pennsylvania,Lackawanna County,208989,52334,61991,115410
42,71,Pennsylvania,Lancaster County,546192,160209,115847,281375
42,73,Pennsylvania,Lawrence County,85083,29597,15978,46076
42,75,Pennsylvania,Lebanon County,141663,46731,23932,71858
42,77,Pennsylvania,Lehigh County,370802,84259,98288,184713
42,79,Pennsylvania,Luzerne County,316982,86929,64873,153321
42,81,Pennsylvania,Lycoming County,113209,41462,16971,59254
42,83,Pennsylvania,McKean County,40333,14083,5098,19466
42,85,Pennsylvania,Mercer County,108545,36143,21067,57954
42,87,Pennsylvania,Mifflin County,46064,16670,4603,21502
42,89,Pennsylvania,Monroe County,170154,38726,44060,83829
42,91,Pennsylvania,Montgomery County,833869,185460,319511,510157
42,93,Pennsylvania,Montour County,18042,5844,3771,9817
42,95,Pennsylvania,Northampton County,305892,83854,85087,171399
42,97,Pennsylvania,Northumberland County,90258,28952,12677,42283
42,99,Pennsylvania,Perry County,46212,18293,5950,24652
42,101,Pennsylvania,Philadelphia County,1578487,132740,603790,741377
42,103,Pennsylvania,Pike County,56072,19213,13019,32554
42,105,Pennsylvania,Potter County,16453,7239,1726,9064
42,107,Pennsylvania,Schuylkill County,140709,48871,20727,70603
42,109,Pennsylvania,Snyder County,40317,13983,4910,19140
42,111,Pennsylvania,Somerset County,72916,31466,8654,40543
42,113,Pennsylvania,Sullivan County,5913,2619,921,3595
42,115,Pennsylvania,Susquehanna County,40006,15207,6236,21752
42,117,Pennsylvania,Tioga County,40381,15742,4955,21075
42,119,Pennsylvania,Union County,44294,12356,7475,20115
42,121,Pennsylvania,Venango County,50328,18569,7585,26528
42,123,Pennsylvania,Warren County,38911,14237,6066,20650
42,125,Pennsylvania,Washington County,206803,72080,45088,118478
42,127,Pennsylvania,Wayne County,51163,18637,9191,28089
42,129,Pennsylvania,Westmoreland County,347087,130218,72129,205183
42,131,Pennsylvania,Wyoming County,26557,9936,4704,14858
42,133,Pennsylvania,York County,450448,146733,88114,238471
44,1,Rhode Island,Bristol County,48350,9745,18050,28415
44,3,Rhode Island,Kent County,164646,42001,49113,93093
44,5,Rhode Island,Newport County,81836,15722,29486,46148
44,7,Rhode Island,Providence County,636547,102551,165012,272667
44,9,Rhode Island,Washington County,125746,29818,44549,76060
45,1,South Carolina,Abbeville County,24404,8215,4101,12433
45,3,South Carolina,Aiken County,172895,51589,32275,85185
45,5,South Carolina,Allendale County,8331,835,2718,3593
45,7,South Carolina,Anderson County,204353,67565,27169,96093
45,9,South Carolina,Bamberg County,13906,2417,4010,6482
45,11,South Carolina,Barnwell County,20805,5492,4720,10321
45,13,South Carolina,Beaufort County,195656,53194,43419,97835
45,15,South Carolina,Berkeley County,235987,57397,45223,104458
45,17,South Carolina,Calhoun County,14554,4305,3905,8291
45,19,South Carolina,Charleston County,417981,93297,121485,218857
45,21,South Carolina,Cherokee County,57316,18043,6983,25270
45,23,South Carolina,Chester County,32232,8660,6941,15757
45,25,South Carolina,Chesterfield County,45606,11297,7431,18876
45,27,South Carolina,Clarendon County,33415,8361,8250,16733
45,29,South Carolina,Colleton County,37481,10440,8602,19283
45,31,South Carolina,Darlington County,66509,16832,15220,32417
45,33,South Carolina,Dillon County,30367,6582,6436,13101
45,35,South Carolina,Dorchester County,165737,41913,33824,77278
45,37,South Carolina,Edgefield County,27120,8184,4953,13304
45,39,South Carolina,Fairfield County,22059,4625,7382,12136
45,41,South Carolina,Florence County,137588,32615,31153,64510
45,43,South Carolina,Georgetown County,63353,20487,15822,36668
45,45,South Carolina,Greenville County,532486,150021,103030,258155
45,47,South Carolina,Greenwood County,71074,19431,12145,32006
45,49,South Carolina,Hampton County,18053,3906,5323,9305
45,51,South Carolina,Horry County,365449,118821,59180,179744
45,53,South Carolina,Jasper County,31588,7078,7185,14394
45,55,South Carolina,Kershaw County,67472,20471,12699,33629
45,57,South Carolina,Lancaster County,100926,30312,18937,49868
45,59,South Carolina,Laurens County,67883,20004,10159,30488
45,61,South Carolina,Lee County,16701,3008,5329,8431
45,63,South Carolina,Lexington County,303946,92817,49301,144568
45,65,South Carolina,McCormick County,9430,2958,2687,5697
45,67,South Carolina,Marion County,30158,5711,8872,14704
45,69,South Carolina,Marlboro County,25581,5044,6290,11446
45,71,South Carolina,Newberry County,38445,11443,6958,18631
45,73,South Carolina,Oconee County,80015,29698,10414,40668
45,75,South Carolina,Orangeburg County,85343,13603,27295,41205
45,77,South Carolina,Pickens County,127983,42907,13645,57546
45,79,South Carolina,Richland County,419051,58313,132570,193822
45,81,South Carolina,Saluda County,20315,6210,2963,9274
45,83,South Carolina,Spartanburg County,326205,93560,52926,148655
45,85,South Carolina,Sumter County,106360,21000,27379,48920
45,87,South Carolina,Union County,26991,8183,4935,13257
45,89,South Carolina,Williamsburg County,29825,5532,10289,15985
45,91,South Carolina,York County,289105,82727,59008,144050
46,3,South Dakota,Aurora County,2730,1052,317,1405
46,5,South Dakota,Beadle County,18513,4808,2107,7081
46,7,South Dakota,Bennett County,3399,694,466,1183
46,9,South Dakota,Bon Homme County,6848,2235,721,3001
46,11,South Dakota,Brookings County,35603,8000,6110,14567
46,13,South Dakota,Brown County,38738,10580,6538,17547
46,15,South Dakota,Brule County,5254,1750,673,2490
46,17,South Dakota,Buffalo County,1956,183,352,549
46,19,South Dakota,Butte County,10538,3731,939,4802
46,21,South Dakota,Campbell County,1380,747,117,873
46,23,South Dakota,Charles Mix County,9262,2552,1177,3783
46,25,South Dakota,Clark County,3802,1373,437,1850
46,27,South Dakota,Clay County,14246,2456,3083,5698
46,29,South Dakota,Codington County,28186,8958,3837,13161
46,31,South Dakota,Corson County,4031,647,622,1283
46,33,South Dakota,Custer County,9017,3852,1522,5494
46,35,South Dakota,Davison County,19812,5613,2648,8454
46,37,South Dakota,Day County,5345,1869,1052,2964
46,39,South Dakota,Deuel County,4346,1699,609,2350
46,41,South Dakota,Dewey County,5789,790,1131,1966
46,43,South Dakota,Douglas County,2906,1468,216,1707
46,45,South Dakota,Edmunds County,3817,1538,417,1985
46,47,South Dakota,Fall River County,6708,2878,1053,4042
46,49,South Dakota,Faulk County,2306,964,198,1182
46,51,South Dakota,Grant County,7000,2618,1056,3745
46,53,South Dakota,Gregory County,4219,1771,455,2258
46,55,South Dakota,Haakon County,1861,1026,105,1137
46,57,South Dakota,Hamlin County,6234,2372,647,3083
46,59,South Dakota,Hand County,3127,1433,373,1836
46,61,South Dakota,Hanson County,3489,1793,557,2388
46,63,South Dakota,Harding County,1311,748,49,813
46,65,South Dakota,Hughes County,17336,5522,2953,8723
46,67,South Dakota,Hutchinson County,7282,2944,762,3767
46,69,South Dakota,Hyde County,1281,564,136,710
46,71,South Dakota,Jackson County,3321,738,359,1115
46,73,South Dakota,Jerauld County,1985,721,270,1006
46,75,South Dakota,Jones County,938,498,90,599
46,77,South Dakota,Kingsbury County,4987,1904,819,2779
46,79,South Dakota,Lake County,12488,3681,2068,5873
46,81,South Dakota,Lawrence County,26221,8753,4537,13828
46,83,South Dakota,Lincoln County,63019,19617,11981,32396
46,85,South Dakota,Lyman County,3797,1042,525,1597
46,87,South Dakota,McCook County,5520,2068,769,2900
46,89,South Dakota,McPherson County,2363,1075,222,1324
46,91,South Dakota,Marshall County,4884,1287,858,2178
46,93,South Dakota,Meade County,28588,9875,3285,13670
46,95,South Dakota,Mellette County,2089,449,298,769
46,97,South Dakota,Miner County,2202,787,320,1138
46,99,South Dakota,Minnehaha County,196659,49249,40482,92326
46,101,South Dakota,Moody County,6525,1951,1179,3206
46,102,South Dakota,Oglala Lakota County,14070,297,2829,3200
46,103,South Dakota,Pennington County,115926,35063,20606,57518
46,105,South Dakota,Perkins County,2832,1401,239,1669
46,107,South Dakota,Potter County,2163,1139,227,1380
46,109,South Dakota,Roberts County,10331,2404,1828,4307
46,111,South Dakota,Sanborn County,2322,905,257,1185
46,115,South Dakota,Spink County,6319,2104,998,3163
46,117,South Dakota,Stanley County,3121,1203,421,1652
46,119,South Dakota,Sully County,1391,726,185,930
46,121,South Dakota,Todd County,10313,532,1963,2539
46,123,South Dakota,Tripp County,5377,2161,495,2696
46,125,South Dakota,Turner County,8368,3290,1139,4548
46,127,South Dakota,Union County,16192,5944,2725,8855
46,129,South Dakota,Walworth County,5336,1966,565,2580
46,135,South Dakota,Yankton County,22742,6581,4016,10900
46,137,South Dakota,Ziebach County,2656,404,481,906
47,1,Tennessee,Anderson County,77558,23184,11741,35570
47,3,Tennessee,Bedford County,50179,14354,4453,19088
47,5,Tennessee,Benton County,16131,5668,1529,7260
47,7,Tennessee,Bledsoe County,15223,4725,971,5758
47,9,Tennessee,Blount County,134751,47369,17932,66609
47,11,Tennessee,Bradley County,109071,35204,9851,45865
47,13,Tennessee,Campbell County,39837,12331,2441,14933
47,15,Tennessee,Cannon County,14847,5190,1261,6557
47,17,Tennessee,Carroll County,27779,9205,2559,11905
47,19,Tennessee,Carter County,56418,19584,4529,24492
47,21,Tennessee,Cheatham County,41101,14438,5514,20260
47,23,Tennessee,Chester County,17432,5952,1412,7584
47,25,Tennessee,Claiborne County,32023,10604,2202,12945
47,27,Tennessee,Clay County,7629,2733,735,3506
47,29,Tennessee,Cocke County,36225,12162,2533,14859
47,31,Tennessee,Coffee County,57632,17883,5705,24282
47,33,Tennessee,Crockett County,14180,4673,1382,6114
47,35,Tennessee,Cumberland County,61603,25168,6728,32279
47,37,Tennessee,Davidson County,694176,100218,199703,309658
47,39,Tennessee,Decatur County,11601,4229,904,5241
47,41,Tennessee,DeKalb County,20837,6672,1750,8513
47,43,Tennessee,Dickson County,54376,17643,6106,24323
47,45,Tennessee,Dyer County,36693,11768,3158,15079
47,47,Tennessee,Fayette County,41620,15690,7027,22984
47,49,Tennessee,Fentress County,18787,7441,1214,8729
47,51,Tennessee,Franklin County,42485,13987,4864,19132
47,53,Tennessee,Gibson County,49159,16259,5771,22335
47,55,Tennessee,Giles County,29530,9784,3298,13203
47,57,Tennessee,Grainger County,23565,8565,1467,10134
47,59,Tennessee,Greene County,69571,22259,5199,28087
47,61,Tennessee,Grundy County,13485,4802,988,5855
47,63,Tennessee,Hamblen County,65110,18811,5500,24631
47,65,Tennessee,Hamilton County,371662,92108,75522,171113
47,67,Tennessee,Hancock County,6493,2372,362,2744
47,69,Tennessee,Hardeman County,24836,5760,4180,10063
47,71,Tennessee,Hardin County,25583,9559,1775,11538
47,73,Tennessee,Hawkins County,56775,20405,4083,24824
47,75,Tennessee,Haywood County,17002,3343,4012,7439
47,77,Tennessee,Henderson County,28076,9797,2092,12020
47,79,Tennessee,Henry County,32056,11239,3548,15047
47,81,Tennessee,Hickman County,25387,7577,2130,9832
47,83,Tennessee,Houston County,8292,2718,871,3686
47,85,Tennessee,Humphreys County,18590,6120,2017,8236
47,87,Tennessee,Jackson County,11864,4118,1135,5323
47,89,Tennessee,Jefferson County,55307,18651,4654,23616
47,91,Tennessee,Johnson County,17849,6468,1246,7801
47,93,Tennessee,Knox County,475609,124540,91422,220556
47,95,Tennessee,Lake County,6988,1492,526,2034
47,97,Tennessee,Lauderdale County,25451,5674,3193,8965
47,99,Tennessee,Lawrence County,44432,15334,3195,18718
47,101,Tennessee,Lewis County,12363,4474,1072,5609
47,103,Tennessee,Lincoln County,34540,12281,2919,15608
47,105,Tennessee,Loudon County,54910,21713,6948,29347
47,107,Tennessee,McMinn County,54208,18198,4361,22844
47,109,Tennessee,McNairy County,25696,9093,1943,11275
47,111,Tennessee,Macon County,24827,8096,1307,9487
47,113,Tennessee,Madison County,98360,23943,18390,42950
47,115,Tennessee,Marion County,28924,9911,3177,13256
47,117,Tennessee,Marshall County,35016,11043,3605,14878
47,119,Tennessee,Maury County,99590,31464,14418,46657
47,121,Tennessee,Meigs County,12532,4467,1008,5532
47,123,Tennessee,Monroe County,47177,16783,3764,20797
47,125,Tennessee,Montgomery County,214251,42187,32472,76758
47,127,Tennessee,Moore County,6438,2888,573,3539
47,129,Tennessee,Morgan County,21431,6930,1167,8228
47,131,Tennessee,Obion County,30131,10790,2589,13521
47,133,Tennessee,Overton County,22566,7918,2033,10037
47,135,Tennessee,Perry County,8099,2775,615,3428
47,137,Tennessee,Pickett County,5061,2381,525,2931
47,139,Tennessee,Polk County,16835,6792,1492,8360
47,141,Tennessee,Putnam County,80929,23759,9185,33593
47,143,Tennessee,Rhea County,33443,11050,2369,13637
47,145,Tennessee,Roane County,53841,19230,6043,25917
